order_id,date,region,sales_rep,customer_id,customer_segment,product_category,channel,units,list_price_eur,discount_pct,revenue_eur,cost_eur,promised_lead_days,actual_lead_days,on_time,in_full,returned
O010779,2025-06-04,DACH-South,Mayer,C0088,Trade,power tools,field-sales,19,128.5178,0.06,2295.33,1830.65,3,3,1,1,0
O010791,2025-06-04,East,Nowak,C0058,Enterprise,fasteners,e-shop,168,1.0321,0.09,157.79,103.55,2,2,1,1,0
O010806,2025-06-04,DACH-South,Huber,C0292,Trade,hand tools,e-shop,23,24.7049,0.137,490.37,390.62,2,2,1,1,0
O010825,2025-06-04,Nordics,Berg,C0299,SMB,power tools,branch,90,154.2832,0.006,13802.18,9902.74,1,1,1,1,0
O010860,2025-06-04,DACH-South,Huber,C0104,Trade,ppe,e-shop,26,3.6833,0.0,95.77,58.99,2,2,1,1,0
O010869,2025-06-04,Nordics,Lindqvist,C0320,Trade,power tools,branch,31,130.2665,0.0,4038.26,2913.94,1,1,1,1,0
O010873,2025-06-04,West,Dubois,C0335,Trade,abrasives,field-sales,31,1.2496,0.077,35.75,22.11,3,3,1,1,0
O010881,2025-06-04,East,Nowak,C0297,SMB,abrasives,e-shop,36,1.251,0.068,41.97,25.11,2,2,1,1,0
O010927,2025-06-04,Nordics,Berg,C0080,Enterprise,ppe,e-shop,233,3.235,0.195,606.77,467.69,2,2,1,1,0
O010957,2025-06-04,West,Dubois,C0125,Enterprise,ppe,field-sales,295,3.1886,0.203,749.69,606.59,3,3,1,1,0
O010994,2025-06-04,DACH-North,Weber,C0102,SMB,chemicals,branch,48,6.2842,0.133,261.52,161.53,1,1,1,1,0
O011022,2025-06-04,Nordics,Berg,C0216,SMB,chemicals,e-shop,49,6.1593,0.0,301.81,157.34,2,4,0,1,0
O011024,2025-06-04,Nordics,Lindqvist,C0080,Enterprise,fasteners,field-sales,201,1.0052,0.206,160.42,122.48,3,3,1,1,0
O011032,2025-06-04,West,Martin,C0179,Trade,fasteners,field-sales,36,0.8777,0.079,29.1,18.09,3,4,0,1,0
O010324,2025-06-05,DACH-South,Mayer,C0213,SMB,ppe,phone,59,3.471,0.057,193.12,127.44,3,3,1,1,0
O010348,2025-06-05,East,Nowak,C0107,SMB,hand tools,field-sales,71,27.2544,0.091,1758.97,1296.2,3,3,1,1,0
O010359,2025-06-05,Nordics,Lindqvist,C0392,Enterprise,chemicals,field-sales,207,5.9327,0.11,1092.98,631.05,3,3,1,1,0
O010364,2025-06-05,East,Kovac,C0345,Enterprise,fasteners,e-shop,278,0.9831,0.066,255.26,156.82,2,2,1,1,0
O010399,2025-06-05,Nordics,Berg,C0220,Trade,fasteners,field-sales,13,0.8569,0.0,11.14,6.56,3,6,0,1,0
O010413,2025-06-05,East,Kovac,C0192,SMB,power tools,field-sales,70,143.8243,0.1,9060.93,7436.62,3,3,1,1,0
O010426,2025-06-05,DACH-South,Mayer,C0340,Trade,power tools,e-shop,17,145.6741,0.0,2476.46,1744.05,2,2,1,1,0
O010493,2025-06-05,West,Martin,C0047,SMB,chemicals,e-shop,79,6.3608,0.0,502.5,273.62,2,2,1,1,1
O010536,2025-06-05,West,Dubois,C0286,SMB,fasteners,branch,27,0.9282,0.019,24.59,14.27,1,4,0,1,0
O010553,2025-06-05,DACH-South,Huber,C0029,Trade,chemicals,field-sales,13,6.935,0.026,87.81,49.54,3,3,1,1,0
O010555,2025-06-05,East,Nowak,C0238,Trade,abrasives,e-shop,23,1.0393,0.012,23.62,14.05,2,2,1,1,0
O010596,2025-06-05,DACH-North,Klein,C0181,SMB,abrasives,e-shop,125,1.1563,0.072,134.13,83.46,2,2,1,1,0
O010643,2025-06-05,DACH-North,Braun,C0102,SMB,fasteners,field-sales,21,0.8208,0.051,16.36,9.54,3,3,1,0,0
O010681,2025-06-05,Nordics,Berg,C0268,Trade,hand tools,e-shop,37,24.4032,0.168,751.23,571.59,2,2,1,0,0
O010720,2025-06-05,DACH-North,Braun,C0274,SMB,abrasives,field-sales,86,1.2038,0.075,95.76,60.42,3,3,1,1,0
O010723,2025-06-05,East,Nowak,C0334,Trade,chemicals,field-sales,26,7.0371,0.059,172.17,95.23,3,3,1,1,0
O010744,2025-06-05,DACH-North,Klein,C0079,Enterprise,power tools,e-shop,153,144.1689,0.255,16433.09,15919.97,2,2,1,1,0
O010773,2025-06-05,West,Martin,C0379,Enterprise,chemicals,field-sales,268,7.1451,0.151,1625.74,1044.92,3,3,1,1,0
O010784,2025-06-05,DACH-North,Klein,C0283,Trade,abrasives,branch,43,1.1303,0.03,47.14,27.62,1,1,1,1,0
O010845,2025-06-05,Nordics,Lindqvist,C0089,Trade,hand tools,field-sales,40,24.4586,0.082,898.12,639.8,3,3,1,1,0
O010857,2025-06-05,DACH-South,Huber,C0041,SMB,hand tools,branch,29,24.9221,0.0,722.74,492.43,1,1,1,1,0
O010863,2025-06-05,Nordics,Berg,C0089,Trade,abrasives,e-shop,13,1.2289,0.008,15.85,9.26,2,2,1,1,0
O010902,2025-06-05,Nordics,Berg,C0229,SMB,abrasives,e-shop,31,1.2472,0.0,38.66,21.92,2,2,1,1,0
O010922,2025-06-05,DACH-South,Mayer,C0250,Trade,abrasives,field-sales,31,1.0719,0.119,29.27,18.28,3,3,1,1,0
O010924,2025-06-05,DACH-South,Mayer,C0142,SMB,abrasives,branch,53,1.0331,0.137,47.25,30.82,1,1,1,1,0
O011001,2025-06-05,DACH-South,Fischer,C0117,Trade,abrasives,e-shop,14,1.1497,0.067,15.02,8.98,2,2,1,1,0
O011020,2025-06-05,West,Dubois,C0179,Trade,ppe,e-shop,12,3.7074,0.056,42.0,26.36,2,2,1,1,0
O011030,2025-06-05,West,Dubois,C0263,Enterprise,abrasives,e-shop,210,1.1953,0.07,233.44,146.1,2,4,0,0,0
O011031,2025-06-05,Nordics,Lindqvist,C0197,SMB,hand tools,e-shop,32,26.8204,0.034,829.07,584.7,2,2,1,1,0
O010296,2025-06-06,DACH-North,Weber,C0272,Trade,abrasives,e-shop,25,1.2029,0.028,29.23,16.51,2,2,1,1,0
O010350,2025-06-06,DACH-South,Mayer,C0325,Enterprise,ppe,field-sales,264,3.579,0.106,844.7,603.19,3,3,1,1,0
O010391,2025-06-06,East,Nowak,C0324,SMB,hand tools,field-sales,60,25.0567,0.001,1501.9,1019.46,3,3,1,1,0
O010441,2025-06-06,DACH-South,Mayer,C0326,Trade,ppe,field-sales,24,3.8295,0.037,88.51,58.96,3,3,1,1,0
O010449,2025-06-06,DACH-South,Fischer,C0132,Trade,hand tools,e-shop,31,26.4288,0.038,788.16,534.72,2,5,0,1,0
O010498,2025-06-06,East,Nowak,C0092,SMB,chemicals,field-sales,89,6.592,0.07,545.62,316.27,3,3,1,1,0
O010517,2025-06-06,DACH-North,Klein,C0001,Enterprise,fasteners,e-shop,267,0.8345,0.087,203.43,131.86,2,2,1,1,0
O010520,2025-06-06,DACH-South,Fischer,C0207,SMB,power tools,branch,62,144.3888,0.0,8952.11,6458.94,1,1,1,1,0
O010521,2025-06-06,East,Nowak,C0293,Trade,ppe,field-sales,10,3.7229,0.073,34.51,22.75,3,3,1,1,0
O010559,2025-06-06,East,Nowak,C0087,Trade,chemicals,field-sales,23,7.1278,0.006,162.96,88.95,3,3,1,1,0
O010567,2025-06-06,Nordics,Berg,C0050,Trade,abrasives,e-shop,34,1.0307,0.018,34.41,19.73,2,2,1,1,0
O010640,2025-06-06,DACH-South,Fischer,C0093,SMB,fasteners,phone,46,0.9652,0.048,42.27,25.73,3,3,1,1,0
O010644,2025-06-06,DACH-North,Braun,C0362,Trade,hand tools,e-shop,15,26.1094,0.052,371.28,266.46,2,6,0,1,0
O010657,2025-06-06,DACH-South,Mayer,C0310,Enterprise,fasteners,field-sales,294,0.892,0.163,219.5,150.86,3,3,1,1,0
O010665,2025-06-06,DACH-North,Klein,C0075,Trade,ppe,branch,25,3.8684,0.037,93.13,62.63,1,1,1,1,0
O010710,2025-06-06,Nordics,Berg,C0216,SMB,fasteners,e-shop,48,0.9485,0.081,41.84,26.48,2,2,1,1,0
O010793,2025-06-06,Nordics,Lindqvist,C0188,SMB,abrasives,field-sales,61,1.0914,0.062,62.45,37.47,3,3,1,1,0
O010802,2025-06-06,West,Martin,C0171,Enterprise,hand tools,e-shop,386,21.6786,0.177,6886.81,5652.91,2,2,1,1,0
O010827,2025-06-06,East,Kovac,C0122,Trade,ppe,e-shop,38,3.2046,0.03,118.12,73.44,2,2,1,1,0
O010859,2025-06-06,DACH-South,Mayer,C0044,Enterprise,hand tools,field-sales,199,26.4588,0.072,4886.2,3484.26,3,3,1,1,0
O010880,2025-06-06,DACH-North,Braun,C0277,SMB,fasteners,phone,60,1.0314,0.07,57.55,37.19,3,3,1,1,0
O010899,2025-06-06,DACH-North,Braun,C0017,SMB,fasteners,e-shop,48,0.9755,0.04,44.95,27.23,2,4,0,0,0
O010906,2025-06-06,DACH-North,Weber,C0277,SMB,hand tools,e-shop,71,22.3939,0.072,1475.49,1073.92,2,2,1,1,0
O010935,2025-06-06,East,Kovac,C0259,Trade,hand tools,field-sales,11,21.6655,0.076,220.21,151.55,3,3,1,1,0
O010936,2025-06-06,Nordics,Berg,C0072,SMB,chemicals,field-sales,91,5.9865,0.16,457.61,294.73,3,3,1,1,0
O010964,2025-06-06,DACH-South,Fischer,C0025,SMB,fasteners,e-shop,46,0.9868,0.0,45.39,25.13,2,2,1,1,0
O010987,2025-06-06,East,Nowak,C0097,Trade,ppe,e-shop,27,3.4559,0.059,87.8,58.4,2,2,1,1,0
O011005,2025-06-06,Nordics,Berg,C0365,SMB,chemicals,field-sales,40,5.9673,0.121,209.81,127.88,3,7,0,1,0
O010291,2025-06-07,East,Nowak,C0045,SMB,hand tools,field-sales,30,26.866,0.097,727.8,535.48,3,3,1,1,0
O010294,2025-06-07,DACH-North,Weber,C0102,SMB,fasteners,field-sales,58,0.9946,0.112,51.23,33.84,3,3,1,1,0
O010295,2025-06-07,East,Nowak,C0244,Enterprise,abrasives,field-sales,235,1.2323,0.103,259.76,158.61,3,3,1,1,0
O010309,2025-06-07,East,Kovac,C0087,Trade,hand tools,field-sales,11,27.255,0.059,282.12,194.13,3,3,1,1,0
O010320,2025-06-07,East,Kovac,C0354,SMB,hand tools,branch,83,24.8868,0.039,1985.05,1383.77,1,5,0,1,1
O010338,2025-06-07,DACH-North,Klein,C0199,SMB,chemicals,branch,36,6.0293,0.038,208.81,113.27,1,1,1,1,0
O010347,2025-06-07,West,Dubois,C0108,SMB,fasteners,branch,73,0.9476,0.056,65.3,40.97,1,1,1,1,0
O010369,2025-06-07,Nordics,Berg,C0050,Trade,ppe,e-shop,12,3.3384,0.079,36.9,24.82,2,2,1,1,0
O010383,2025-06-07,Nordics,Lindqvist,C0344,SMB,abrasives,e-shop,79,0.9939,0.06,73.81,43.84,2,2,1,1,0
O010437,2025-06-07,DACH-North,Braun,C0052,SMB,fasteners,e-shop,81,0.8282,0.105,60.04,40.27,2,2,1,1,0
O010509,2025-06-07,DACH-North,Klein,C0298,Trade,fasteners,field-sales,31,0.9064,0.064,26.3,16.98,3,3,1,1,0
O010519,2025-06-07,East,Kovac,C0200,Trade,fasteners,phone,15,0.985,0.019,14.49,8.45,3,3,1,1,0
O010540,2025-06-07,DACH-South,Fischer,C0177,Enterprise,chemicals,branch,87,6.0355,0.145,448.95,291.09,1,1,1,1,0
O010541,2025-06-07,East,Nowak,C0002,SMB,fasteners,phone,97,0.8492,0.114,72.98,46.88,3,3,1,1,0
O010584,2025-06-07,DACH-North,Weber,C0356,Trade,fasteners,phone,29,0.8384,0.009,24.09,13.75,3,3,1,1,0
O010597,2025-06-07,DACH-South,Fischer,C0368,Trade,hand tools,field-sales,35,25.4973,0.004,888.84,580.03,3,3,1,1,0
O010633,2025-06-07,West,Martin,C0195,Enterprise,chemicals,e-shop,289,6.7602,0.133,1693.86,1045.66,2,2,1,1,0
O010654,2025-06-07,East,Kovac,C0037,SMB,chemicals,e-shop,43,7.0996,0.073,283.0,166.44,2,2,1,1,0
O010671,2025-06-07,Nordics,Lindqvist,C0294,Trade,abrasives,e-shop,34,1.1348,0.043,36.92,21.29,2,2,1,1,0
O010728,2025-06-07,DACH-South,Huber,C0088,Trade,chemicals,branch,7,6.6559,0.0,46.59,25.04,1,1,1,1,0
O010770,2025-06-07,DACH-South,Mayer,C0282,Trade,fasteners,e-shop,16,0.8233,0.042,12.62,7.94,2,2,1,0,0
O010801,2025-06-07,DACH-South,Mayer,C0035,SMB,chemicals,phone,73,6.8333,0.051,473.39,257.5,3,4,0,1,0
O010828,2025-06-07,West,Martin,C0180,Trade,fasteners,field-sales,23,0.8355,0.08,17.68,11.07,3,3,1,1,0
O010849,2025-06-07,DACH-South,Fischer,C0141,Enterprise,power tools,field-sales,297,143.9313,0.14,36762.93,29559.98,3,5,0,1,0
O010895,2025-06-07,DACH-South,Huber,C0203,Enterprise,power tools,branch,340,153.1734,0.135,45048.3,37513.42,1,1,1,1,0
O010896,2025-06-07,DACH-South,Huber,C0040,SMB,chemicals,field-sales,30,7.0375,0.057,199.09,112.29,3,3,1,1,0
O010908,2025-06-07,DACH-North,Weber,C0001,Enterprise,ppe,e-shop,300,3.6084,0.191,875.76,662.09,2,5,0,1,0
O010918,2025-06-07,DACH-North,Braun,C0181,SMB,chemicals,branch,7,6.3819,0.165,37.3,25.01,1,1,1,1,0
O010954,2025-06-07,West,Dubois,C0302,Enterprise,power tools,field-sales,262,153.952,0.126,35253.16,29980.84,3,3,1,1,0
O010998,2025-06-07,DACH-South,Mayer,C0213,SMB,fasteners,e-shop,20,1.0022,0.104,17.96,11.62,2,2,1,1,0
O011007,2025-06-07,DACH-North,Klein,C0327,SMB,power tools,phone,74,152.205,0.019,11049.17,7791.56,3,3,1,1,0
O010312,2025-06-08,DACH-South,Fischer,C0007,Trade,abrasives,e-shop,34,1.0322,0.081,32.25,19.35,2,2,1,1,0
O010377,2025-06-08,Nordics,Berg,C0083,SMB,chemicals,e-shop,82,5.9874,0.075,454.14,271.36,2,6,0,1,1
O010419,2025-06-08,DACH-North,Klein,C0019,Enterprise,fasteners,phone,259,0.8653,0.116,198.12,132.54,3,3,1,1,0
O010451,2025-06-08,West,Martin,C0357,Enterprise,fasteners,branch,326,0.982,0.156,270.19,192.27,1,1,1,1,0
O010472,2025-06-08,Nordics,Lindqvist,C0288,Enterprise,chemicals,field-sales,243,7.2826,0.14,1521.92,968.79,3,3,1,1,0
O010474,2025-06-08,West,Martin,C0363,SMB,hand tools,e-shop,80,22.5705,0.046,1722.58,1224.83,2,2,1,1,0
O010504,2025-06-08,West,Dubois,C0162,Trade,fasteners,e-shop,19,0.9763,0.015,18.27,10.97,2,5,0,1,0
O010518,2025-06-08,East,Kovac,C0056,SMB,ppe,field-sales,75,3.1169,0.058,220.21,139.95,3,3,1,0,0
O010545,2025-06-08,DACH-North,Weber,C0023,SMB,chemicals,branch,75,6.0715,0.124,398.9,234.02,1,1,1,1,0
O010547,2025-06-08,Nordics,Berg,C0194,Trade,power tools,branch,28,155.7534,0.0,4361.1,3065.28,1,1,1,1,0
O010562,2025-06-08,Nordics,Berg,C0229,SMB,power tools,field-sales,56,141.5386,0.081,7284.14,5842.78,3,3,1,1,0
O010565,2025-06-08,Nordics,Berg,C0176,SMB,power tools,branch,68,156.3067,0.074,9842.32,7792.72,1,1,1,1,0
O010599,2025-06-08,DACH-South,Fischer,C0213,SMB,abrasives,e-shop,61,1.2611,0.088,70.16,42.41,2,2,1,1,0
O010632,2025-06-08,DACH-South,Mayer,C0282,Trade,hand tools,e-shop,12,27.0463,0.009,321.63,206.32,2,2,1,1,0
O010682,2025-06-08,DACH-North,Weber,C0023,SMB,ppe,e-shop,48,3.8727,0.065,173.81,113.85,2,2,1,1,0
O010771,2025-06-08,East,Kovac,C0366,Enterprise,hand tools,field-sales,135,21.8959,0.236,2258.34,1973.32,3,3,1,1,0
O010854,2025-06-08,DACH-North,Weber,C0242,Trade,fasteners,branch,20,0.9911,0.0,19.82,10.96,1,1,1,1,0
O010882,2025-06-08,West,Dubois,C0263,Enterprise,power tools,e-shop,98,155.7045,0.173,12619.23,11233.47,2,2,1,1,0
O010890,2025-06-08,DACH-North,Weber,C0356,Trade,ppe,field-sales,43,3.3853,0.086,133.05,87.14,3,3,1,1,0
O010897,2025-06-08,DACH-South,Huber,C0041,SMB,chemicals,e-shop,75,7.4617,0.176,461.13,287.32,2,2,1,1,0
O010941,2025-06-08,DACH-North,Braun,C0280,Enterprise,fasteners,e-shop,190,0.9322,0.163,148.25,100.97,2,2,1,1,0
O010988,2025-06-08,DACH-South,Huber,C0006,SMB,chemicals,e-shop,105,7.0324,0.083,677.11,392.47,2,2,1,1,0
O011004,2025-06-08,DACH-North,Weber,C0102,SMB,fasteners,e-shop,57,0.9026,0.195,41.42,30.35,2,2,1,1,0
O011025,2025-06-08,East,Kovac,C0217,Trade,fasteners,field-sales,19,1.0273,0.067,18.21,11.89,3,3,1,1,0
O010300,2025-06-09,West,Dubois,C0136,Trade,abrasives,field-sales,36,1.1337,0.069,38.0,22.63,3,3,1,1,0
O010302,2025-06-09,West,Dubois,C0286,SMB,fasteners,branch,64,0.9019,0.051,54.78,32.0,1,1,1,1,0
O010325,2025-06-09,DACH-North,Braun,C0272,Trade,abrasives,branch,7,1.0935,0.0,7.65,4.11,1,1,1,1,1
O010456,2025-06-09,East,Nowak,C0170,SMB,abrasives,phone,79,1.1496,0.063,85.1,50.31,3,6,0,1,0
O010583,2025-06-09,West,Martin,C0086,SMB,fasteners,field-sales,78,0.8613,0.135,58.11,38.67,3,3,1,1,0
O010626,2025-06-09,West,Dubois,C0230,SMB,ppe,field-sales,47,3.0657,0.069,134.15,90.86,3,3,1,1,0
O010638,2025-06-09,DACH-North,Klein,C0075,Trade,chemicals,e-shop,19,6.5499,0.033,120.34,66.74,2,4,0,1,0
O010650,2025-06-09,Nordics,Berg,C0175,SMB,hand tools,e-shop,71,25.7226,0.009,1809.87,1240.23,2,2,1,1,0
O010687,2025-06-09,DACH-North,Klein,C0178,Trade,ppe,field-sales,13,3.7542,0.117,43.09,31.6,3,3,1,1,0
O010708,2025-06-09,DACH-North,Klein,C0048,SMB,ppe,e-shop,64,3.7586,0.056,227.08,147.1,2,2,1,1,0
O010714,2025-06-09,DACH-North,Braun,C0261,Enterprise,hand tools,branch,139,24.2521,0.132,2926.06,2333.35,1,1,1,1,0
O010734,2025-06-09,DACH-North,Weber,C0121,SMB,ppe,field-sales,46,3.5923,0.055,156.16,98.12,3,3,1,1,0
O010751,2025-06-09,East,Nowak,C0037,SMB,fasteners,e-shop,106,0.9036,0.0,95.78,53.71,2,2,1,1,0
O010775,2025-06-09,East,Kovac,C0217,Trade,ppe,field-sales,21,3.5726,0.061,70.45,46.72,3,3,1,1,0
O010792,2025-06-09,East,Kovac,C0384,Trade,fasteners,e-shop,13,0.8597,0.09,10.17,6.72,2,3,0,1,0
O010804,2025-06-09,East,Kovac,C0185,SMB,hand tools,field-sales,21,22.683,0.098,429.66,324.27,3,3,1,1,0
O010809,2025-06-09,DACH-South,Mayer,C0021,Enterprise,fasteners,branch,315,0.8962,0.205,224.43,162.39,1,1,1,1,0
O010810,2025-06-09,West,Dubois,C0160,SMB,chemicals,e-shop,55,7.0085,0.048,366.97,200.83,2,2,1,1,0
O010811,2025-06-09,Nordics,Berg,C0188,SMB,chemicals,phone,45,6.262,0.15,239.52,159.51,3,3,1,1,0
O010822,2025-06-09,DACH-South,Huber,C0282,Trade,fasteners,e-shop,22,0.9338,0.072,19.06,11.83,2,2,1,1,0
O010877,2025-06-09,West,Martin,C0211,SMB,fasteners,phone,70,1.0018,0.114,62.13,40.98,3,3,1,1,0
O010884,2025-06-09,DACH-North,Weber,C0298,Trade,ppe,e-shop,18,3.9055,0.141,60.39,45.15,2,2,1,1,0
O010926,2025-06-09,West,Dubois,C0323,Trade,power tools,field-sales,18,138.7209,0.052,2367.13,1800.43,3,3,1,1,0
O010931,2025-06-09,East,Nowak,C0165,SMB,ppe,field-sales,57,3.7286,0.023,207.64,131.98,3,3,1,1,0
O011016,2025-06-09,Nordics,Berg,C0080,Enterprise,hand tools,branch,268,22.2398,0.137,5143.71,4103.01,1,1,1,1,0
O011023,2025-06-09,DACH-South,Huber,C0104,Trade,ppe,branch,31,3.3247,0.019,101.11,64.79,1,1,1,1,0
O010293,2025-06-10,DACH-North,Klein,C0121,SMB,chemicals,branch,55,6.0806,0.043,320.05,172.17,1,1,1,1,0
O010314,2025-06-10,East,Nowak,C0090,Trade,chemicals,phone,8,6.918,0.082,50.81,28.4,3,3,1,1,0
O010316,2025-06-10,East,Nowak,C0036,Trade,chemicals,e-shop,22,6.6261,0.117,128.72,77.59,2,2,1,0,0
O010321,2025-06-10,DACH-North,Braun,C0215,Trade,fasteners,phone,26,1.0091,0.0,26.24,14.67,3,5,0,1,0
O010409,2025-06-10,DACH-North,Braun,C0378,Enterprise,ppe,e-shop,121,3.326,0.178,330.81,239.95,2,2,1,1,0
O010421,2025-06-10,East,Kovac,C0279,SMB,chemicals,e-shop,67,6.0458,0.064,379.14,226.57,2,2,1,1,0
O010429,2025-06-10,DACH-South,Fischer,C0333,Trade,abrasives,branch,32,1.1524,0.105,33.0,19.76,1,1,1,1,0
O010461,2025-06-10,Nordics,Berg,C0237,SMB,hand tools,e-shop,60,24.0197,0.063,1350.39,965.55,2,6,0,1,0
O010469,2025-06-10,DACH-North,Weber,C0024,Trade,hand tools,branch,9,24.6802,0.038,213.68,143.38,1,1,1,1,0
O010526,2025-06-10,West,Martin,C0243,SMB,chemicals,e-shop,84,7.2704,0.125,534.37,337.47,2,2,1,1,0
O010530,2025-06-10,DACH-North,Klein,C0001,Enterprise,ppe,field-sales,80,3.3521,0.124,234.92,165.3,3,3,1,1,0
O010531,2025-06-10,DACH-North,Klein,C0298,Trade,power tools,e-shop,13,139.8287,0.076,1679.62,1347.49,2,4,0,1,0
O010570,2025-06-10,West,Dubois,C0091,SMB,power tools,e-shop,40,138.9086,0.064,5200.74,4169.52,2,2,1,1,1
O010595,2025-06-10,DACH-South,Mayer,C0249,SMB,chemicals,field-sales,95,7.1059,0.067,629.83,359.71,3,3,1,1,0
O010636,2025-06-10,East,Nowak,C0037,SMB,ppe,e-shop,67,3.8341,0.006,255.34,166.41,2,2,1,1,0
O010647,2025-06-10,East,Nowak,C0013,Enterprise,power tools,field-sales,316,141.8635,0.168,37297.62,31449.59,3,3,1,1,0
O010658,2025-06-10,DACH-South,Fischer,C0115,SMB,ppe,phone,54,3.2862,0.077,163.79,106.3,3,3,1,1,0
O010692,2025-06-10,East,Nowak,C0098,Trade,ppe,e-shop,25,3.8128,0.039,91.6,57.73,2,2,1,1,0
O010722,2025-06-10,DACH-South,Huber,C0040,SMB,ppe,phone,38,3.8478,0.097,132.03,91.12,3,3,1,1,0
O010727,2025-06-10,West,Martin,C0157,Trade,fasteners,phone,17,0.9821,0.041,16.01,9.43,3,3,1,1,0
O010729,2025-06-10,West,Martin,C0157,Trade,abrasives,e-shop,9,1.0406,0.0,9.37,5.17,2,2,1,1,0
O010736,2025-06-10,Nordics,Berg,C0229,SMB,ppe,e-shop,64,3.7711,0.108,215.28,147.99,2,2,1,1,0
O010739,2025-06-10,East,Kovac,C0063,Trade,abrasives,branch,28,1.1336,0.0,31.74,16.99,1,1,1,1,0
O010783,2025-06-10,Nordics,Lindqvist,C0317,Enterprise,chemicals,e-shop,261,7.0905,0.115,1637.8,1048.29,2,2,1,1,0
O010808,2025-06-10,DACH-South,Mayer,C0040,SMB,ppe,field-sales,69,3.584,0.102,222.07,147.0,3,3,1,1,0
O010823,2025-06-10,Nordics,Lindqvist,C0275,Enterprise,hand tools,field-sales,224,22.9189,0.188,4168.67,3395.11,3,3,1,1,0
O010824,2025-06-10,DACH-South,Huber,C0040,SMB,power tools,field-sales,111,134.0867,0.0,14883.62,10661.77,3,3,1,1,0
O010876,2025-06-10,DACH-South,Huber,C0207,SMB,fasteners,field-sales,89,1.0124,0.0,90.1,51.02,3,3,1,1,0
O010928,2025-06-10,East,Nowak,C0240,Enterprise,power tools,phone,102,151.8961,0.143,13277.85,10867.8,3,3,1,1,0
O010948,2025-06-10,DACH-North,Weber,C0079,Enterprise,chemicals,phone,175,7.2514,0.189,1029.15,697.73,3,3,1,1,0
O010995,2025-06-10,East,Nowak,C0138,Trade,hand tools,field-sales,29,22.922,0.046,634.16,450.75,3,3,1,1,0
O010996,2025-06-10,DACH-North,Braun,C0023,SMB,abrasives,e-shop,46,1.0971,0.128,44.01,29.04,2,5,0,1,0
O010319,2025-06-11,DACH-North,Weber,C0024,Trade,abrasives,branch,40,1.2568,0.014,49.57,26.93,1,1,1,1,0
O010330,2025-06-11,West,Martin,C0085,Trade,fasteners,branch,25,0.9334,0.156,19.69,13.58,1,1,1,1,0
O010376,2025-06-11,West,Dubois,C0208,Enterprise,hand tools,field-sales,192,21.8746,0.175,3464.94,2789.14,3,3,1,1,0
O010398,2025-06-11,West,Martin,C0286,SMB,abrasives,e-shop,45,1.0357,0.115,41.25,26.06,2,2,1,1,0
O010418,2025-06-11,East,Nowak,C0106,SMB,ppe,branch,50,3.0802,0.073,142.77,99.98,1,1,1,0,0
O010430,2025-06-11,West,Martin,C0157,Trade,ppe,e-shop,40,3.6543,0.068,136.23,89.05,2,2,1,1,0
O010445,2025-06-11,Nordics,Lindqvist,C0338,Trade,fasteners,phone,25,0.8384,0.063,19.64,12.71,3,3,1,1,0
O010482,2025-06-11,West,Dubois,C0160,SMB,fasteners,field-sales,42,0.8278,0.0,34.77,20.7,3,3,1,1,1
O010487,2025-06-11,East,Nowak,C0124,SMB,fasteners,e-shop,27,0.921,0.087,22.7,14.35,2,2,1,1,0
O010528,2025-06-11,West,Dubois,C0364,Trade,fasteners,phone,35,0.8773,0.142,26.35,18.32,3,3,1,1,0
O010634,2025-06-11,Nordics,Lindqvist,C0375,SMB,fasteners,branch,102,0.8465,0.028,83.93,49.69,1,4,0,0,0
O010746,2025-06-11,East,Nowak,C0018,Trade,fasteners,branch,39,0.8471,0.054,31.25,19.85,1,1,1,1,0
O010778,2025-06-11,DACH-South,Fischer,C0015,Trade,power tools,e-shop,31,140.9607,0.005,4347.93,3164.96,2,2,1,1,0
O010788,2025-06-11,East,Kovac,C0321,SMB,power tools,branch,60,130.2905,0.128,6816.8,5785.86,1,1,1,1,0
O010839,2025-06-11,DACH-South,Huber,C0232,SMB,abrasives,branch,74,1.0516,0.104,69.73,43.34,1,1,1,1,0
O010844,2025-06-11,West,Martin,C0395,Trade,abrasives,phone,34,1.1643,0.158,33.33,22.02,3,3,1,0,0
O010848,2025-06-11,Nordics,Berg,C0275,Enterprise,ppe,e-shop,196,3.521,0.216,541.05,416.63,2,2,1,1,0
O010932,2025-06-11,DACH-South,Mayer,C0035,SMB,fasteners,field-sales,98,0.8706,0.1,76.79,47.68,3,3,1,1,0
O010952,2025-06-11,Nordics,Lindqvist,C0365,SMB,power tools,e-shop,57,139.3888,0.078,7325.44,5596.02,2,2,1,1,0
O010953,2025-06-11,DACH-North,Klein,C0017,SMB,abrasives,field-sales,48,1.1398,0.045,52.25,30.51,3,3,1,1,0
O010977,2025-06-11,East,Nowak,C0106,SMB,abrasives,branch,49,1.1579,0.157,47.83,32.6,1,1,1,1,1
O010401,2025-06-12,DACH-North,Weber,C0052,SMB,ppe,branch,63,3.5945,0.024,221.02,134.49,1,1,1,1,0
O010404,2025-06-12,West,Dubois,C0180,Trade,chemicals,phone,9,7.3162,0.08,60.58,36.19,3,3,1,1,0
O010423,2025-06-12,East,Kovac,C0185,SMB,fasteners,e-shop,58,0.8527,0.134,42.83,29.1,2,2,1,1,1
